product_title,price,rating,num_reviews,ASIN,manufacturer
"Sfane Polyester 9.05 Black Men & Women Trendy Black Sports Duffle Gym Bag, Shoulder Bag",309,4.2,"1,339 ratings",Sfane,Unisex
Tabelito® Basic Laptop Bag Laptop Cover Laptop Bags Laptop Sleeve Office Bag Laptop Bag 15.6 inch(39.6cm) Laptop Apple/Lenovo/Asus/Hp/MacBook/Thinkpad/Ideapad (Grey),257,4.1,"2,554 ratings",,
"amazon basics PlasticVacuum Compression Storage Bags With Hand Pump - 6-Pack (2 Jumbo, 2 Large, 2 Medium)",749,4.4,"9,263 ratings",,
ADISA 32L large laptop backpack office bag college travel back pack with rain cover,563,3.8,436 ratings,B0BPVLXD53,"ADISA, ADISA INTERNATIONAL, 42/34, Upper Ground Floor, DLF Industrial Area, Kirti Nagar, New Delhi 110015, careadisa@gmail.com"
"Kuber Industries Shoe Cover/String Bag Organizer|Shoe Print & Non Woven Material|Transparent Window|Size 43 x 30 Cm, Pack of 12 (Grey)-CTMTC039483",249,4.5,"3,533 ratings",B084DWD41F,"Kuber Industries, Kuber Industries,G-185, Bank of Baroda lane,Garment Zone, Sitapura Industrial Area , Jaipur , 302022, 91-7073942409"
"Genie Moonlight Laptop Backpack for Women, 3 compartments, Water Resistant and Lightweight Bags for Office and Travelling Purpose. 36 litres. (19 inch) Black colour",899,4.5,17 ratings,B097PGGTNJ,"Safari, Safari Industries (India) Ltd, Safari Industries Ltd 301/302, A-Wing, The Qube, M.V.Road, Marol, Andheri(East), Near international Airport Mumbai- 400059 +91-22-40381851/838"
The Purple Tree Canvas Stylish Printed Tote Bag For Women (Pack Of 1) Tbag00270,349,4.1,163 ratings,B07PLCCQVC,the purple tree
Lavie Women's Marma Dome Sling Bag| Ladies Purse Handbag,929,4.0,"3,244 ratings",B07KMBNKXZ,"Bagzone Lifestyle Pvt Ltd, Bagzone Lifestyle Pvt Ltd | | LAVIE 402, Ackruti Star, MIDC Central Road, Andheri East, Mumbai – 400093"
"Amazon Basics Classic Camera Shoulder Bag, Adjustable Strap, Waterproof material, Breathable Mesh, Anti-Shock, Compatible with Nikon, Canon and Sony Mirrorless Cameras",549,3.6,6 ratings,,
Gear Superior 16L Small Water Resistant School Bag//Casual Backpack/ Daypack/College Bag for Men/Women - Black,299,3.9,384 ratings,B08GY2ZN96,"Gear, Gear Merchandise Pvt Ltd E/12 West Chowbaga Gulshan Colony Kolkata-700100"
"Bodyguard Baby Diaper Disposable Bags - 45 Bags - Oxo Biodegradable, Leak-Proof Bags for Discreet Disposal of Diapers and Intimate Sanitary Products, 45 Piece Pack",189,4.5,414 ratings,,
DZert Clasy Laptop Bag College Bag for Boys Girls 21 L Red Black,339,3.8,"2,611 ratings",Rushi Enterprise,Unisex-adult
"FUR JADEN Travel Laptop Backpack, Business Backpacks with USB Charging Port, Water Resistant College School Computer Bag for Men & Women Fits Under 15.6 inch Laptop and Notebook",979,4.3,609 ratings,B094DGX84G,"FUR JADEN, Fur Jaden, 3C Jai Hind Bld, Dr AM Road, Bhuleshwar, Mumbai 400002"
"Amazon Basics Classic Camera Shoulder Bag, Adjustable Strap, Waterproof material, Breathable Mesh, Anti-Shock, Compatible with Nikon, Canon and Sony Mirrorless Cameras",549,3.6,6 ratings,,
NORTH ZONE Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Travel Backpack (Dimensions:13x18 inches) (Compatible with 39.62cm(15.6inch laptop) 30 L,542,4.0,777 ratings,B0BS6QM2GD,SHABA BAGS
"Genie Moonlight Laptop Backpack for Women, 3 compartments, Water Resistant and Lightweight Bags for Office and Travelling Purpose. 36 litres. (19 inch) Black colour",899,4.5,17 ratings,B097PGGTNJ,"Safari, Safari Industries (India) Ltd, Safari Industries Ltd 301/302, A-Wing, The Qube, M.V.Road, Marol, Andheri(East), Near international Airport Mumbai- 400059 +91-22-40381851/838"
ADISA 32L large laptop backpack office bag college travel back pack with rain cover,449,3.8,436 ratings,B0BPTV3795,"ADISA, ADISA INTERNATIONAL, 42/34, Upper Ground Floor, DLF Industrial Area, Kirti Nagar, New Delhi 110015, careadisa@gmail.com"
DZert Kids School Bag Soft Plush Backpacks Cartoon Boys Girls Baby (2-5 Years),229,3.7,"8,318 ratings",B07WKM1YZC,"DZert, Rushi Enterprise, Gujarat Amreli (INDIA)-365601 Mo- 7016045876"
"Amazon Basics Messenger Laptop Bag with Handle & Shoulder Strap fits upto 15.6"" Laptop / MacBook for Men & Women (Black)",729,4.2,"50,118 ratings",,
Nivia String Bag Polyester Made for Men Waterproof/Drawstring Backpack (Black),156,4.1,"1,979 ratings",,
ADISA 32L large laptop backpack office bag college travel back pack with rain cover,563,3.8,436 ratings,B0BPVLXD53,"ADISA, ADISA INTERNATIONAL, 42/34, Upper Ground Floor, DLF Industrial Area, Kirti Nagar, New Delhi 110015, careadisa@gmail.com"
Safari Polyester 24 Cms Travel Bag(KRYPTON17DFBLU_Blue),449,3.7,108 ratings,B097L2RSF1,"Safari, Safari Industries (India) Ltd, Safari Industries Ltd 301/302, A-Wing, The Qube, M.V.Road, Marol, Andheri(East), Near international Airport Mumbai- 400059 +91-22-40381851/838"
Gear Superior 16L Small Water Resistant School Bag//Casual Backpack/ Daypack/College Bag for Men/Women - Black,299,3.9,384 ratings,B08GY2ZN96,"Gear, Gear Merchandise Pvt Ltd E/12 West Chowbaga Gulshan Colony Kolkata-700100"
"ARTISTIX Alpine Business Class Series | Anti Theft Laptop Backpack (32 Litre, 15.6 inch) (Black)","1,783",4.4,"1,230 ratings",Durant International,Unisex-adult
MI Business Casual 21L Water Resistant Laptop Backpack,749,4.4,"1,436 ratings",B0862V2GKH,"Xiaomi Technology India Private Limited, Building Orchid. Block E, Embassy Tech Village, Marathahalli Outer Ring Road, Devarabisanahalli, Bengaluru 560103"
Lavie Women's Ushawu Small Satchel Bag | Ladies Purse Handbag,979,3.8,"1,114 ratings",B0B3J937SY,"Bagzone Lifestyle Pvt Ltd, Bagzone Lifestyle Pvt Ltd | | LAVIE 402, Ackruti Star, MIDC Central Road, Andheri East, Mumbai – 400093"
"Half Moon 40L Waterproof Laptop Bag | Rucksack Bags for Men/Trekking Bags for Men, Polyester, Black | With Laptop Compartment & Rain cover | For Trekking, Hiking, Travel Backpack for Men & Women",689,3.8,148 ratings,B09S14TTG6,Half_Moon
TRAWOC Travel Backpack - 40 Litre Laptop Bag with Rain Cover & Shoe Compartment - Versatile Casual Bag - Ideal Backpack for Men and Women,"1,345",5.0,1 rating,B0CFFLCBKZ,"TRAWOC, TRAWOC Gears, Customer care: mail@trawoc.com, Whatsapp: 86067 96695, TRAWOC Gears, Customer care: mail@trawoc.com, Whatsapp: 86067 96695"
"ASUS TUF Gaming VP4700 46.5 cm X 30.0 cm X13.0 cm Backpack (Black), with Roll-Up Design, Reflective Logo, Suitable for up to 46.5 cm Laptop","1,699",4.0,111 ratings,,
"TABELITO Casual Laptop Backpack 15.6-inch, 25 LTR Water Repellent",494,4.0,705 ratings,B08Y5S6C2P,"Tabelito Trade India, Tabelito Trade India, Prop No: 5, Ground Floor, Kh No:641, Village Rithala, Land Mark: Near Suzuki service center (Rithala), Contact : +919958166528"
DZert Kids School Bag Soft Plush Backpacks Cartoon Boys Girls Baby (2-5 Years),229,3.7,"12,732 ratings",Rushi Enterprise,unisex-adult
"ARTISTIX Alpine Business Class Series | Anti Theft Laptop Backpack (32 Litre, 15.6 inch) (Black)","1,783",4.4,"1,230 ratings",Durant International,Unisex-adult
"Dyazo Water Resistant Laptop Sleeve with Handle Compatible for 15 Inch to 15.6"" Inches laptops & Notebooks - Grey",284,4.3,"5,194 ratings",,
ADISA SL5038 women girls sling bag,389,4.0,"2,944 ratings",B08Q4FHQLN,"ADISA, ADISA INTERNATIONAL, 42/34, Upper Ground Floor, DLF Industrial Area, Kirti Nagar, New Delhi 110015, careadisa@gmail.com"
HP 330 15.6-inch Laptop Backpack/Trolley Pass-Through; Padded Back Panel; Padded air mesh Panel/Hand wash and air Dry/1 Year Limited Warranty (793A7AA),799,4.3,8 ratings,,
American Tourister Jamaica 80 Cms Large Check-in Polyester Soft Sided 4 Spinner Wheels Luggage (Wine Red),"4,199",4.3,"5,844 ratings",American Tourister,Unisex-adult
Dyazo Water Resistant Camera Backpack with Extra Front Pocket Photographers Bag with Rain Cover Tripod Holder Compatible for Sony Nikon Canon Panasonic DSLR (Black & Orange),698,4.2,724 ratings,B0BWWD1QQQ,"Dyazo, Dyazo F 15 Ground floor okhala Industrial Area New Delhi 110048 Customer care 72700000727"
"ASUS TUF Gaming VP5700 46.14 cm Backpack (Black), with Water Repellent Fabric, Suitable for up to 43.18 cm Laptop","1,099",4.4,276 ratings,,
"Stylbase 15 inches Kids 3D Cartoon Backpack - Lightweight, Waterproof, Adjustable Shoulder Straps, 3 Compartments, Bottle Holder - Perfect for School and Outdoor Adventures",551,4.0,211 ratings,B0BNL2PBPH,"muskaan creation, Stylbase India New Delhi"
ADISA 15.6 inch laptop backpack office bag college travel back pack 32 Ltrs,449,3.9,"1,392 ratings",B09TPVD964,"ADISA, ADISA INTERNATIONAL, 42/34, Upper Ground Floor, DLF Industrial Area, Kirti Nagar, New Delhi 110015, careadisa@gmail.com"
"Amazon Basics Opel Laptop Bag/Office/College Backpack for 15.6 inch laptop(20 L, Black)",509,3.8,157 ratings,,
ZOUK Women Laptop Bag Royal Indian Peacock Motif,"1,529",4.4,180 ratings,B09QRYDXJH,"Sea Turtle Pvt Ltd, Sea Turtle Pvt Ltd, Near Kalher Village, Building No 1-6/H No 196/Gala No 1-5, 1st Floor, Shree Arihant Complex, Bhiwandi Road, Kopar, Bhiwandi, Thane, Maharashtra - 421302"
"Tabelito® DELTA Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Unisex Travel Backpack (Compatible with 15.6 inch Laptop) 30 L, (6 Month Warranty)",539,4.3,208 ratings,B0BLK1Z7DQ,"‎Tabelito Trade India, ‎Tabelito Trade India, ‎Tabelito, Prop No: 5, Ground Floor, Kh No:641, Village Rithala, Land Mark: Near Suzuki service center (Rithala)"
"Safari Snap 35 Ltrs Large Laptop Backpack With 3 Compartments, Water Resistant Fabric - Black (SNAP19CBBLK)",999,3.8,355 ratings,B09B27CYC4,"Safari Industries, 302-303, A Wing, The Qube CTS No.1498, A/2, Sir Mathuradas Vasanji Rd, Marol, Andheri East, Mumbai, Maharashtra 400059"
AUXTER Faux Leather 23 Cms Duffle Bag(AUX_GB_LE_Black -SE__0521_Black),429,4.3,"9,382 ratings",Auxter,Unisex
Safari Quill Large Laptop Backpack 26 Ltrs Water Resistant Fabric - Blue,799,4.0,888 ratings,B09B28TKLG,"Safari Industries, 302-303, A Wing, The Qube CTS No.1498, A/2, Sir Mathuradas Vasanji Rd, Marol, Andheri East, Mumbai, Maharashtra 400059"
Dyazo Water Resistant Camera Backpack with Extra Front Pocket Photographers Bag with Rain Cover Tripod Holder Compatible for Sony Nikon Canon Panasonic DSLR (Black & Orange),698,4.2,724 ratings,B0BWWD1QQQ,"Dyazo, Dyazo F 15 Ground floor okhala Industrial Area New Delhi 110048 Customer care 72700000727"
Impulse Diggy 35L Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Travel Backpack Water Resistant Fits Up to 16 Inch Laptop with 1 Year Warranty,399,4.1,21 ratings,Diggy Green,15 x 30 x 47 Centimeters
Fastrack Women's Sling Bag (Black),"1,345",4.0,80 ratings,B07MGXR7LT,"Titan, Titan Company Limited, No 3 SIPCOT industrial complex, 635126 ; 1800-266-0123"
DZert Clasy Laptop Bag College Bag for Boys Girls 21 L Blue White,339,3.8,"2,611 ratings",Rushi Enterprise,Unisex-adult
"Fur Jaden 55 LTR Rucksack Travel Backpack Bag for Trekking, Hiking with Shoe Compartment",749,4.3,"5,875 ratings",B07YDGQQN5,"Fur Jaden, Fur Jaden 3-C, Jai Hind Bld, Dr AM Road, Bhuleshwar, Mumbai 400002, 8080888028"
Bennett™ Mystic 15.6 inch (39.6cm) Laptop Briefcase Shoulder Sling Office Business Professional Travel Messenger Bag for Men and Women Water Repellent Formal Executive Bags (Grey) 6 Months Warranty,452,4.0,"6,868 ratings",,
Red Lemon Bange Hard Ironlook Briefcase Laptop Bag Anti-Theft Hard Shell Unisex Laptop Backpack with USB Charging Backpack for Men and Women,"4,897",4.4,115 ratings,B09ZYMT7V1,Encon Impex Pvt Ltd
NIVIA Basic Duffle Polyester Bag/Gym Bags/Adjustable Shoulder Bag for Men/Duffle Gym Bags for Men/Fitness Bag/Carry Bags/Sports & Travel Bag/Sports Kit/Duffle Bags Travel,219,4.0,"4,170 ratings",,
Kleeno by cello OXO - Biodegradable Garbage Bags Medium Size 48 cm x 53 cm 2 Pouch 30 Bags Dustbin Bag/Trash Bag,84,4.0,2 ratings,,
Murano Louis 10ltr Casual daybackpack/Office & Travel Bag/School Bag/College Bag/Men/Women/Girl/Boy (Dark Grey),189,3.4,140 ratings,,
F Gear String 11 Ltrs Nylon Black Gym Bag,146,4.1,661 ratings,Uber Fashion Merchandise Pvt. Ltd.,Unisex-adult
Dell Essential Backpack 15 (ES1520P),"1,049",4.0,"6,881 ratings",,
"TRUE HUMAN® Emperor Anti-Theft Pocket backpack With USB charging Port Laptop,office,college,travel bag for men and women(Epower)",499,3.7,458 ratings,B0BYB631NR,Rama luxury store
Sfane Polyester 23cms Duffle/Shoulder/Gym Bag for Men & Women with Separate Shoe Compartment (Grey),365,4.3,"8,401 ratings",Sfane,Unisex
"Half Moon 40L Waterproof Laptop Bag | Rucksack Bags for Men/Trekking Bags for Men, Polyester, Black | With Laptop Compartment & Rain cover | For Trekking, Hiking, Travel Backpack for Men & Women",689,3.8,148 ratings,B09S14TTG6,Half_Moon
"Street27® Korean Canvas Corduroy Tote Bag Casual Work Shoulder Handbags | Multi-Purpose Bag |Sturdy Canvas Bag with Large Capacity | Shopping Bag for Office, College & Daily Use",474,4.0,137 ratings,B0BQCBHJLP,Street27
"FLYNGO Insulated Lunch Bag for Kids School, Men, Women Office, Travel Tiffine Pouch for Lunch Box, Heat&Cold Insulated Storage Bag (Blue Leaf)",245,4.7,20 ratings,,
ADISA 32L large laptop backpack office bag college travel back pack with rain cover,449,3.8,436 ratings,B0BPTV3795,"ADISA, ADISA INTERNATIONAL, 42/34, Upper Ground Floor, DLF Industrial Area, Kirti Nagar, New Delhi 110015, careadisa@gmail.com"
Lavie Sport Lino Large Size 63 cms Wheel Duffle Bag for Travel | Travel Bag with Trolley,979,3.9,"8,847 ratings",B097RJ22Q3,"Bagzone Lifestyle Pvt Ltd, Bagzone Lifestyle Pvt Ltd | | LAVIE 402, Ackruti Star, MIDC Central Road, Andheri East, Mumbai – 400093"
AUXTER Faux Leather 23 Cms Duffle Bag(AUX_GB_LE_Black -SE__0521_Black),429,4.3,"9,382 ratings",Auxter,Unisex
"Zureni OXO-Biodegradable Garbage Dustbin Bags (Large, 60 x 81 cm) Drawstring Anti-drip Trash Waste Basket Bag for Kitchen Office Warehouse Pantry (Black, Green, Blue, 3 x 15 Pcs/Roll)",139,4.2,609 ratings,,
"Safari Pentagon 55 Cms Small Cabin Polypropylene Hard Sided 4 Wheels 360 Degree Wheeling System Luggage/Suitcase/Trolley Bag, Cyan Blue","1,799",4.1,"3,568 ratings",B097QP6L5K,"Safari, Safari Industries (India) Ltd, Safari Industries Ltd 301/302, A-Wing, The Qube, M.V.Road, Marol, Andheri(East), Near international Airport Mumbai- 400059 +91-22-40381851/838"
NIVIA Basic Duffle Polyester Bag/Gym Bags/Adjustable Shoulder Bag for Men/Duffle Gym Bags for Men/Fitness Bag/Carry Bags/Sports & Travel Bag/Sports Kit/Duffle Bags Travel,219,4.0,"4,170 ratings",,
DZert Clasy Laptop Bag College Bag for Boys Girls 21 L Blue White,339,3.8,"2,611 ratings",Rushi Enterprise,unisex-adult
Safari Quill Large Laptop Backpack 26 Ltrs Water Resistant Fabric - Blue,799,4.0,888 ratings,B09B28TKLG,"Safari Industries, 302-303, A Wing, The Qube CTS No.1498, A/2, Sir Mathuradas Vasanji Rd, Marol, Andheri East, Mumbai, Maharashtra 400059"
GOCART WITH G LOGO Laptop Backpack Casual Daypacks Briefcase Convertible Business Travel Rucksack with USB Charging Port Large College School Bookbag Computer Laptop Bag,"1,299",3.8,"1,504 ratings",B0822H451W,GOCART WITH G LOGO
KILLER Louis 38L Large Laptop Backpack With 3 Compartments Polyester Trendy Waterproof Travel Backpack,"1,749",4.4,"9,467 ratings",Ambrosia Bags,unisex-adult
Heart Home Small OXO-Biodegradable Waste Bags|30 Bags Roll|Leak Proof & Odour Free|Easy Disposal|Size 43 x 48 CM (Black)-HS41HEARTHH24001 (Plastic),59,3.9,323 ratings,,
"American Tourister Georgia 3 Pc Set 55 cms + 69 cms+ 79 cms- Small, Medium & Large Polycarbonate (PC) Hard Sided 4 Spinner Wheels Trolley Bags (Midnight Blue)","9,999",4.0,"3,600 ratings",B084W559G8,"Samsonite, Samsonite South Asia Pvt Ltd, GAT NO 159 to 163 , Gonde Taluka,Igatpuri,Nashik-422403"
Gear Superior 16L Small Water Resistant School Bag//Casual Backpack/ Daypack/College Bag for Men/Women - Black,299,3.9,384 ratings,B08GY2ZN96,"Gear, Gear Merchandise Pvt Ltd E/12 West Chowbaga Gulshan Colony Kolkata-700100"
Half Moon 34 L Water Resistant 15.6 inch Laptop Bag/Backpack for Men Women Boys Girls/Office School College with Padded Laptop Compartment (Grey),489,3.9,"1,413 ratings",B09T2TCSW7,Half_Moon (AB Amazing Bags)
"Safari Spartan 21 Ltrs Water Resistant Backpack - Blue, S (SPARTAN19CBBLU)",599,3.8,"1,067 ratings",B09B26MB5M,"Safari Industries, 302-303, A Wing, The Qube CTS No.1498, A/2, Sir Mathuradas Vasanji Rd, Marol, Andheri East, Mumbai, Maharashtra 400059"
Ezee Black Medium Garbage Bags 90 Pcs | 19 X 21 Inch | 30 Pcs x Pack of 3 | Dustbin Trash Bag,155,4.2,"28,672 ratings",,
"Safari Spartan 21 Ltrs Water Resistant Backpack - Teal, S (SPARTAN19CBTEA)",599,3.8,"1,075 ratings",B09B277CR5,"Safari Industries, 302-303, A Wing, The Qube CTS No.1498, A/2, Sir Mathuradas Vasanji Rd, Marol, Andheri East, Mumbai, Maharashtra 400059"
"ROZEN Heavy Dutty Polyester Fabric Travel Duffle Bag (Sky Blue, 50 L, 22Inch)",628,3.9,"2,519 ratings",B085QMBX8H,"ROZEN, ROZEN HYD"
ADISA Light Weight Laptop Backpack 32 Ltrs,449,4.0,"6,216 ratings",B07F3X45WZ,"ADISA, ADISA INTERNATIONAL, 42/34, Upper Ground Floor, DLF Industrial Area, Kirti Nagar, New Delhi 110015, careadisa@gmail.com"
"Presto! Oxo-Biodegradable Garbage Bags, Large (24 x 32 inches) - 15 bags/roll (Pack of 6, Black, plastic)",299,4.3,"10,308 ratings",PrestoOBD-L15bagsPO6,828 g
"Presto! Oxo-Biodegradable Garbage Bags, Small - 30 bags/roll (Pack of 6, plastic, Black)",259,4.3,"15,900 ratings",PrestoOBD-S30bagsPO6,760 g
Red Lemon Swisslook Polyester Bange Series 45L 15.6-inch Laptop Bags Backpack for Men and Women Semi Waterproof USB with Anti Theft Pocket Travel Backpack,"2,699",4.3,"1,878 ratings",B07XYTZP4Z,1 kg 220 g
F Gear Luxur Brown 25 liter Laptop Backpack (2404),"1,004",4.4,"17,285 ratings",Uber Fashion Merchandise Pvt. Ltd.,unisex-adult
"AirCase Protective Laptop Bag Sleeve fits Upto 13.3"" Laptop/MacBook Pro/Air M1/M2, Wrinkle Free, Padded, Waterproof Light Neoprene case Cover Pouch, for Men & Women, Black- 6 Months Warranty",399,4.4,"11,210 ratings",,
Half Moon 55 litres Travelling Laptop Bag/Rucksack Backpack for Luggage Travel Journey Trekking Hiking Bags for Men Women Boys and Girls with Laptop Compartment & Rain Cover,799,3.9,639 ratings,B09WDGZ32L,Half_Moon
"MY FAV Water Resistant Polyester Backpack for Men/Women Travel, Business, College with Smooth Runner Zipper and Lightweight Casual Bag (11.5 Liter)",177,3.3,27 ratings,B0BS1GGW8Q,"Mangal Trading Co, Mangal Trading.co,909/59 G/F IST FLOOR, LEKHU NAGAR, TRI NAGAR, North Delhi, Delhi, 110035,ph no-9811084672,mangaltradingco15@gmail.com"
Shalimar Premium OXO - Biodegradable Garbage Bags (Medium) Size 48 cm x 56 cm 4 Rolls 120 Bags Dustbin Bag/Trash Bag - Black Color,269,4.5,"18,715 ratings",,
"amazon basics Vacuum Compression Storage Bags with Hand Pump - Large, 5-Pack",599,4.4,"11,722 ratings",,
"Gizga Essentials Laptop Bag Sleeve Case Cover Pouch with Handle for 15.6 Inch Laptop for Men & Women, Padded Laptop Compartment, Premium Zipper Closure, Water Repellent Nylon Fabric, Grey",228,4.1,"3,395 ratings",,
Safari RAY VOYAGE 53 Cms Small Cabin Polycarbonate (PC) Hard Sided 4 Wheels 360 Degree Wheeling System Printed Luggage/Suitcase/Trolley Bag (Blue),"2,299",3.9,"2,575 ratings",B08CRYJMQC,"Safari, Safari Industries India Ltd 302-303, A-Wing, The Qube, M V Road, Marol, Andheri East Mumbai - 400059"
TRAWOC 80L Travel Backpack for Outdoor Sport Camp Hiking Trekking Bag Camping Rucksack HK007 (PARENT) 1 Year Warranty,"2,246",4.4,"7,722 ratings",B0847PGZZM,"Trawoc Gears, TRAWOC Gears, Customer care: mail@trawoc.com, Whatsapp: 86067 96695"
"Tabelito® NEXA 3O L Water Resistant Laptop/College/Office/School/Travel/Business Bag, Unisex Backpack for Men Women Fits Up to 15.6 Inch Laptop Notebook",349,4.0,176 ratings,B0C2D3YR7T,"‎Tabelito Trade India, ‎Tabelito Trade India, Tabelito Trade India, Prop No: 5, Ground Floor, Kh No:641, Village Rithala, Land Mark: Near Suzuki service center (Rithala), Contact : +919958166528"
MI Business Casual 21L Water Resistant Laptop Backpack,749,4.4,"4,679 ratings",B07YY6PTMN,"Korrun India Pvt.  Ltd., Plot No.25, P2(4&X), 1st Phase, Bidadi Industrial area, Bangalore-562109, Karnataka"
Bennett™ Mystic Unisex Adult Men's Laptop Bag 15.6 inch Side Shoulder Briefcase Satchel Messenger Business Bags for Men & Women Front Pocket for Laptop Accessories - Black (6 Month Warranty),452,4.0,"6,868 ratings",,
Shalimar Zip 'N' Lock Reusable Slider Bag (3 Boxes) Combo Pack (Small + Medium + Large) Zip Lock/Vegetable Bag/Freeze/Multi-Purpose Storage Bag (Pack of 45) Color - Natural,289,4.3,"4,074 ratings",,
"Genie Moonlight Laptop Backpack for Women, 3 compartments, Water Resistant and Lightweight Bags for Office and Travelling Purpose. 36 litres. (19 inch) Black colour",899,4.5,17 ratings,B097PGGTNJ,"Safari, Safari Industries (India) Ltd, Safari Industries Ltd 301/302, A-Wing, The Qube, M.V.Road, Marol, Andheri(East), Near international Airport Mumbai- 400059 +91-22-40381851/838"
"amazon basics Vacuum Compression Storage Bags with Hand Pump - Medium, 5-Pack",499,4.4,"7,805 ratings",,
"FUR JADEN Anti Theft Number Lock Backpack Bag with 15.6 Inch Laptop Compartment, USB Charging Port & Organizer Pocket for Men Women Boys Girls",800,4.1,"6,637 ratings",B09VTC876Z,"FUR JADEN, Fur Jaden, 3C Jai Hind Bld, Dr AM Road, Bhuleshwar, Mumbai 400002"
"Amazon Basics Water Repellent and Wear Resistant Laptop Backpack - 24L, Blue",599,4.2,636 ratings,,
DZert Clasy Laptop Bag College Bag for Boys Girls 21 L Blue White,339,3.8,"2,611 ratings",Rushi Enterprise,Unisex-adult
ZOUK Black Floral Printed Handmade Vegan Leather Women's Office Bag for 15.6 inch Laptop with double handles - FloMotif,"1,549",4.3,"1,098 ratings","Seaturtle Pvt. Ltd. Thakur Compound, 2nd Floor, 3, USV Lane, Deonar, Mumbai, Maharashtra 400088",Women
Amazon Basics 20 ltrs Casual/Travel/College Backpack for 15.6-inch Laptop | Water Resistant Fabric,359,4.0,416 ratings,,
"Mi Step Out 12 L Mini Backpack (Small Size, Sky Blue, Water Repellant)",229,4.1,"10,260 ratings",,
"FATMUG Polyester Foldable Duffle Travel Bag Luggage For Travel, Packing And Storage - Men And Women - (60 L, Black)","1,099",4.2,"1,530 ratings",B07YFNXC3H,"Stoned Walls, Delhi"
"Safari Pentagon 55 Cms Small Cabin Polypropylene Hard Sided 4 Wheels 360 Degree Wheeling System Luggage/Suitcase/Trolley Bag, Cyan Blue","1,799",4.1,"3,568 ratings",B097QP6L5K,"Safari, Safari Industries (India) Ltd, Safari Industries Ltd 301/302, A-Wing, The Qube, M.V.Road, Marol, Andheri(East), Near international Airport Mumbai- 400059 +91-22-40381851/838"
Gear Turbo 45L Expandable Water Resistant Antitheft Laptop Bag/Backpack/Briefcase For Men/Women With Raincover (Grey),"1,595",4.3,"1,208 ratings",B097KDRZ67,"Gear, Gear Merchandise Pvt Ltd, E/12 West Chowbaga Gulshan Colony, Kolkata-700100"
"WildHorn 31L Laptop Backpack for Men/Women I Fits upto 15.6"" Laptop I Waterproof I Travel/Business/College Bookbags",599,4.1,"1,966 ratings",B09QL66G55,"WildHorn, ADL International, 61 B/H G.J. Khan Road, kolkata-700039, Contact: +91 9051643604"
Impulse Diggy 35L Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Travel Backpack Water Resistant Fits Up to 16 Inch Laptop with 1 Year Warranty,399,4.1,21 ratings,Diggy Green,15 x 30 x 47 Centimeters
"Mi Step Out 12 L Mini Backpack (Small Size, Red, Water Repellant)",229,4.1,"10,260 ratings",,
"FUR JADEN Travel Laptop Backpack, Business Backpacks with USB Charging Port, Water Resistant College School Computer Bag for Men & Women Fits Under 15.6 inch Laptop and Notebook",979,4.3,609 ratings,B094DGX84G,"FUR JADEN, Fur Jaden, 3C Jai Hind Bld, Dr AM Road, Bhuleshwar, Mumbai 400002"
Wesley 15 Liter Casual Daypack Backpack,149,3.8,358 ratings,B0BVVY98PZ,"Wesley, Longani Trading Company"
"Tabelito® NEO 3O L Water Resistant Laptop/College/Office/School/Travel/Business Bag, Unisex Backpack for Men Women Fits Up to 15.6 Inch Laptop Notebook.",349,3.8,292 ratings,B0C2D2Q52R,"‎Tabelito Trade India, ‎Tabelito Trade India, Tabelito Trade India, Prop No: 5, Ground Floor, Kh No:641, Village Rithala, Land Mark: Near Suzuki service center (Rithala), Contact : +919958166528"
Gear Vintage2 28L Medium Faux Leather Water Resistant Anti Theft Laptop Bag/Office Backpack for Men/Women - Black,799,4.4,"1,957 ratings",B07G44G1DC,"Gear Merchandise PVT LTD, Gear Merchandise PVT LTD E/12 West Chowbaga Gulshan colony KoLkata-700100 Contact 9830403366"
ADISA 32L large laptop backpack office bag college travel back pack with rain cover,563,3.8,436 ratings,B0BPVLXD53,"ADISA, ADISA INTERNATIONAL, 42/34, Upper Ground Floor, DLF Industrial Area, Kirti Nagar, New Delhi 110015, careadisa@gmail.com"
Zipline Unisex Casual Polyester 36 L Backpack School Bag Women Men Boys Girls Children Daypack College Bag Book School Sports Bag,843,3.6,"1,043 ratings",B08WQ668WJ,"Atulitu Agency, 251/3364, Tagore Nagar - 1, Vikhroli East, Mumbai - 400093"
FUR JADEN Anti Theft Backpack 15.6 Inch Laptop Bag with USB Charging Port For Men Women Boys Girls,749,4.0,"14,168 ratings",Fur Jaden,unisex-adult
